Id,Sentiment,Text Tweet,clean_teks,clean_teks2,topic,internet,kartu,harga,embedding
154,0,AYO BUANG KARTU <PROVIDER_NAME> ! #Ruh212 <URL>,ayo buang kartu ruh,"['ayo', 'buang', 'kartu', 'ruh']",1,0.31220245,0.73011094,0.5914164,"[-0.02956648 -0.002833   -0.0121005   0.09308171 -0.02580852  0.06843786
  0.06514177 -0.02765267 -0.02939872  0.01191121  0.00247476  0.02740606
  0.01712343  0.07366729 -0.03229665 -0.06763665  0.03563092  0.0185963
  0.0361608  -0.10803769  0.10120358 -0.07969336 -0.07929508  0.06058303
  0.02314086 -0.02271336 -0.01458627 -0.06783281  0.0566869   0.01138184
 -0.01986397 -0.02333377 -0.00618988 -0.04163958  0.0080193  -0.01884965
  0.04976243  0.02615772 -0.02053169 -0.00733962 -0.04447686 -0.00617968
  0.05336107 -0.02185964 -0.04488556  0.05460718  0.04696999  0.06988154
 -0.00942754  0.00315387 -0.03721411  0.02329233 -0.01675601  0.060258
 -0.01717968  0.06626395  0.03604883  0.02553293  0.03698101 -0.0111125
  0.07333918  0.05164729  0.03262737  0.01184702 -0.05456575  0.00216934
  0.01857889  0.05985902  0.04356554  0.02194669  0.10647272 -0.00481505
  0.07855722 -0.01542731  0.00689313  0.03040932  0.04588418  0.05491479
 -0.03008856  0.04692519 -0.02165257 -0.02236123  0.07138114 -0.02106383
 -0.03301603  0.03342283  0.00094543  0.02029437  0.01956825 -0.0440838
  0.06338379 -0.0196421  -0.09105974  0.00636288  0.00860498  0.13261476
  0.03191188 -0.01113153 -0.06192966  0.03032845]"
155,0,"Selama ini saya pake <PROVIDER_NAME>, Insya Allah setelah paket yang sekarang kuotanya habis saya akan ganti operator lain #Boikot<PROVIDER_NAME>",pake insya allah paket kuota habis ganti operator,"['pake', 'insya', 'allah', 'paket', 'kuota', 'habis', 'ganti', 'operator']",0,0.44529846,0.61698395,0.66489583,"[-0.05453758  0.01986754  0.00318072 -0.0781868   0.02969197 -0.03875598
 -0.01025916 -0.03911348 -0.00056936  0.00039136  0.05956506 -0.0167599
 -0.01012073 -0.0321121   0.00290782 -0.04932426 -0.00147542  0.02280265
  0.02573382 -0.00731044  0.00170062  0.02127189 -0.00114195 -0.010475
 -0.0003724  -0.03757029 -0.04299836 -0.05851991 -0.02147108  0.01682055
  0.00878112  0.01650317  0.06114868 -0.04353141  0.0170869   0.04233987
  0.01649943  0.00067302  0.06906645 -0.00740619  0.02025039 -0.03882761
 -0.0025091  -0.08971784 -0.05321225  0.04802943  0.00181607 -0.0363005
 -0.04076205  0.01369973 -0.04007759  0.02526815 -0.06758098 -0.00705872
 -0.090721    0.01382819  0.05704736 -0.06988187  0.02960016 -0.03898142
  0.01831802 -0.05152678 -0.0117357   0.05231937  0.02748939  0.05371364
 -0.03966286  0.02898717  0.00425551 -0.02164834  0.09368203  0.00535158
  0.0392472   0.01062944  0.04388756 -0.0621401  -0.00912823  0.01142652
  0.04270598  0.04859763 -0.03887653 -0.05232614  0.01739298  0.04066158
 -0.00846278  0.01396134 -0.03742501  0.10390284 -0.03124424 -0.00021486
  0.08525563  0.07989924  0.00276089 -0.02454836  0.00775502  0.06275407
 -0.04151313  0.00548724 -0.02322882  0.02937903]"
156,0,CEO <PROVIDER_NAME> harus bertanggung jawab. Sudah ada counter perdana HP berhenti jual perdana <PROVIDER_NAME> #Boikot<PROVIDER_NAME>,ceo tanggung counter perdana hp henti jual perdana,"['ceo', 'tanggung', 'counter', 'perdana', 'hp', 'henti', 'jual', 'perdana']",2,0.6432065,0.47483015,0.52962554,"[-0.04525508  0.00960343  0.01813453 -0.02715913  0.04959159  0.01075584
 -0.02988781  0.07846839  0.06999502 -0.01710649 -0.05738222 -0.07602109
 -0.06738842 -0.00966419 -0.01558242  0.00095161  0.07514476 -0.02918588
 -0.00554367 -0.01773162 -0.00369175  0.06667015 -0.01364866 -0.05551098
  0.03010469 -0.02917881 -0.0458929   0.0222035   0.03255632 -0.05777971
 -0.03511094 -0.02675752  0.02777703  0.00591617 -0.00534191 -0.07074224
  0.02097941  0.02991417 -0.04998139 -0.00084554  0.0343979  -0.01496003
  0.02974433  0.04959155 -0.01710021 -0.04832785 -0.00356792 -0.0236224
  0.01685924  0.02278108 -0.00788361  0.02918959  0.01081802  0.04713666
 -0.02030285 -0.02262628  0.00730844  0.03642914  0.00347556 -0.04150794
  0.01321893 -0.04368775  0.01690976 -0.01600864  0.08148639  0.02262551
  0.01900738 -0.03223137  0.06174228  0.01615281 -0.00549232  0.03977267
 -0.02931853  0.01159524 -0.00129062  0.04283252 -0.05594561 -0.01760353
 -0.01232703  0.04463094 -0.02728173 -0.01654019  0.02709658  0.00370638
 -0.01203743  0.009411    0.04585572  0.01864724 -0.07872575  0.06372835
  0.01600409  0.02665796  0.03267101  0.00847128  0.00867714  0.03849121
 -0.02072706 -0.00829914 -0.0674023  -0.03885029]"
157,0,Biar jadi pelajaran buat yang lain... Saya tidak akan pernah pakai produk <PROVIDER_NAME>!!! #Boikot<PROVIDER_NAME>,biar ajar pakai produk,"['biar', 'ajar', 'pakai', 'produk']",0,0.27767122,0.67516434,0.70014364,"[-0.14983295  0.04555545  0.08587186  0.05206492  0.0485265   0.08554901
  0.01338571  0.03713416  0.0207839   0.03246715  0.01138333  0.01624337
 -0.14373212  0.02733726 -0.04818831 -0.02143633  0.07614275  0.01549201
 -0.03017019  0.05228609 -0.01639283 -0.00602492 -0.02185459 -0.04328211
 -0.05546989  0.05018776 -0.08198186  0.00225148 -0.07556841  0.04643622
  0.04629806 -0.03387963  0.03893564 -0.02702503 -0.00200578 -0.00167557
 -0.00414777  0.08690792  0.0067912   0.05944453  0.08578773 -0.00040949
  0.10984421 -0.00883696 -0.12768555  0.09493423  0.01301123  0.04357797
 -0.01678647  0.03924829 -0.07217559  0.09289929 -0.04993621 -0.01225831
  0.02285037 -0.00041424 -0.05909638 -0.03569483  0.03759054  0.14200065
  0.06485958 -0.01140437 -0.05223782  0.06955086 -0.04304075  0.03115732
 -0.03973414 -0.06867637 -0.04564179  0.027729    0.02509671  0.05573844
 -0.02447025 -0.0354863   0.05708464 -0.00136151  0.05017676  0.02947673
 -0.01993761 -0.06124584  0.01607064  0.00148611  0.04546813  0.03057174
 -0.1069278   0.03828919  0.04813227 -0.01661563  0.02428081  0.03518724
 -0.04666801 -0.05731864 -0.06650533  0.02184143 -0.08754767 -0.01964623
  0.03378963  0.03096403 -0.0798708   0.07610764]"
158,0,"kenapa pada boikot <PROVIDER_NAME> ya #Boikot<PROVIDER_NAME> mungkin karena sering nyedot pulsa ga tau dipake apa, sms 1 bayar 1000 cuma buat bonus maksa",boikot ya nyedot pulsa ga tau dipake sms bayar bonus maksa,"['boikot', 'ya', 'nyedot', 'pulsa', 'ga', 'tau', 'dipake', 'sms', 'bayar', 'bonus', 'maksa']",1,0.33611602,0.52282816,0.48996848,"[ 1.5844345e-02 -2.3711555e-02  3.2660674e-02 -5.6265894e-02
  2.6735317e-02  3.8105339e-02  2.7417922e-02  4.1337591e-02
 -3.6670964e-02  2.2930855e-05  1.7911149e-02 -3.8832873e-02
 -4.1878395e-02 -2.4438502e-02  3.5161043e-03 -2.4725916e-02
 -3.2727644e-02  3.7086371e-02 -3.5727527e-02 -3.7153546e-02
 -6.7878217e-02 -3.9003668e-03 -2.5895523e-02  3.0930519e-02
 -3.4796748e-02 -3.5611305e-02 -2.2823818e-02  8.3824560e-02
  5.0924387e-02  1.2406850e-02  3.4557827e-02 -6.8254573e-03
 -7.2413059e-03 -2.6459653e-02 -3.6213249e-03 -1.0293405e-02
  4.5277787e-04  1.8905038e-02  8.2507757e-03  3.4502383e-02
  4.6719094e-03 -5.7740379e-02 -3.8154512e-03  2.5741387e-02
 -3.4939595e-02 -1.3933479e-02 -7.8598976e-02 -2.4206126e-02
 -1.1283353e-02 -1.7134475e-02  7.4662622e-03  5.3204156e-02
  1.0905426e-02  1.8744215e-02  4.1589323e-02 -4.9061696e-03
  3.2104108e-02  3.8361743e-02  5.3118812e-03 -1.0879588e-02
 -5.3698141e-03 -2.5494031e-03 -2.1903962e-02  3.7965003e-02
  5.1880740e-02  4.3152231e-03  6.6913391e-04 -3.9997265e-02
 -4.5510087e-02  4.6926565e-03  2.1270601e-02  5.1386002e-02
  5.5363374e-03 -3.1399213e-02 -2.2134187e-03  6.3327681e-03
  4.3020610e-02 -1.4098575e-02 -2.2124302e-02  7.0260502e-02
 -1.8345932e-02  2.5239640e-03 -2.2825582e-03  2.9437525e-02
 -6.5794941e-03 -1.0901451e-03 -5.3539027e-02  6.6815794e-02
  1.6314019e-02  3.9050260e-03 -7.8572780e-03  3.4276694e-02
  2.5662161e-02 -1.9092394e-02  4.8108264e-03  3.9342996e-02
  1.9637136e-02  2.3303730e-02 -4.2662110e-02  2.8737867e-02]"
159,1,Lumayan #Speedtest Jaringan 4G/LTE <PROVIDER_NAME> Area Tarogong #Garut cukup memuaskan <PROVIDER_NAME> <URL>,lumayan speedtest jaringan glte area tarogong garut muas,"['lumayan', 'speedtest', 'jaringan', 'glte', 'area', 'tarogong', 'garut', 'muas']",2,0.6047003,0.59434503,0.598452,"[-0.00715197 -0.01593709 -0.0349375  -0.0128177   0.01115007 -0.02546572
  0.02304814 -0.01528559 -0.00532918  0.06068226  0.03907372 -0.06144194
 -0.05935349 -0.02695771 -0.02563084  0.0391302   0.00110435 -0.00573716
 -0.04450935 -0.01373556 -0.01514733 -0.07408263 -0.02558969  0.04157604
 -0.05495026 -0.00611288  0.03479188  0.03028674  0.042709    0.04628177
  0.05474223 -0.04344237  0.04374782 -0.03536822  0.0731228  -0.06176975
  0.00028452 -0.00659861 -0.03896555 -0.06805615  0.07676743  0.01483865
 -0.02569181 -0.02073162 -0.05578988  0.00314209 -0.04878121  0.03524911
  0.06171269 -0.02995946 -0.0042097  -0.01779236 -0.02468595  0.02957568
  0.0188498   0.02277931  0.02436231  0.01211569  0.05896359 -0.01623923
 -0.00719688 -0.02551544 -0.04828667 -0.03667936  0.00987795 -0.0382989
  0.02256618  0.00735364  0.01085512 -0.03624433 -0.00559461  0.01579877
  0.11712891 -0.01976276 -0.01398623  0.0297162   0.01825113 -0.08082817
  0.07083513 -0.01661053  0.00500266 -0.01362394  0.02158357 -0.03757923
 -0.01575743 -0.01151448  0.02168246  0.01517772 -0.01282176 -0.04609883
  0.06638527  0.00728405 -0.01612489  0.0323851   0.04790527  0.00949728
 -0.04334994 -0.01761086 -0.00307543  0.00639176]"
160,0,Uji kecepatan <PRODUCT_NAME> #opensignal-ku di <PROVIDER_NAME> 3G <PROVIDER_NAME> disini jelek,uji cepat opensignalku g jelek,"['uji', 'cepat', 'opensignalku', 'g', 'jelek']",0,0.5716905,0.37419295,0.28220025,"[-0.01035274  0.01683909 -0.01097325  0.01577153 -0.12287696  0.01179793
  0.00217002 -0.04804557 -0.03653923  0.00585266  0.05370549  0.01939087
  0.03980624  0.00288526  0.0033328   0.00521071  0.04451265  0.01146108
  0.00496724 -0.01681175  0.09528542  0.01772188  0.043511   -0.02603224
  0.0216449  -0.04903337  0.02149987 -0.04069176 -0.06097827  0.02553371
 -0.05659667 -0.01483104  0.05795704 -0.01662908  0.0395084   0.01501064
  0.04331057  0.02695725  0.01605693  0.00169719 -0.02828373  0.04862729
 -0.04344717 -0.02507111 -0.08904608  0.0704929  -0.06469396  0.0702818
 -0.09766486  0.04532806 -0.04537176 -0.0134566   0.0255517   0.03596045
 -0.05720872 -0.03934922  0.01496279 -0.01845    -0.03541403 -0.00426097
 -0.00122659  0.02523852 -0.05214744 -0.02717778  0.02568137 -0.01936928
 -0.01393582  0.0602942  -0.04586107  0.05267099 -0.04637846  0.06717776
 -0.01849792 -0.07595489 -0.06091628 -0.06447563  0.06449102 -0.04521077
  0.02773391  0.02122482 -0.01435952  0.03150407 -0.09460341 -0.03616437
 -0.00386437 -0.00460924  0.00867656 -0.03032708 -0.0431569   0.00076374
 -0.02800708  0.05398605 -0.10623781 -0.01067601  0.02892752  0.02731734
  0.02694466 -0.02892377 -0.05358634  0.00934136]"
161,0,Tolong di urus segera saya ga mau bayar data yang saya ga dapet datanya <PROVIDER_NAME> <PROVIDER_NAME>,tolong urus ga bayar data ga dapet data,"['tolong', 'urus', 'ga', 'bayar', 'data', 'ga', 'dapet', 'data']",1,0.3640821,0.61090934,0.62572896,"[ 0.01109088 -0.01600471  0.02802153 -0.0249278  -0.00799228 -0.0957381
  0.01289166 -0.00790672 -0.00309515 -0.06200714  0.0816685  -0.0469614
 -0.01874524  0.00573374  0.02505597 -0.03829844 -0.02958445  0.00916122
 -0.0318887  -0.00057029 -0.07492919 -0.04438549 -0.13506603 -0.01303225
 -0.09983318 -0.01308899 -0.04688687  0.01388708  0.03000701  0.0295877
  0.04080432 -0.01585019  0.05128475  0.03655067  0.09144697  0.03207837
  0.09061652 -0.01334219  0.07353193 -0.00573251  0.04281321  0.0060391
  0.03315885 -0.00893608  0.02271741  0.0673568  -0.00328604  0.088361
 -0.03900543 -0.05254165  0.0195894   0.01266361  0.01749115  0.02045413
 -0.03611633 -0.03736966  0.04866505  0.06030666  0.02078575  0.04198705
  0.0389305  -0.05498834  0.0086977  -0.00264361 -0.02975426  0.00316368
  0.06824744 -0.00819958  0.03841645  0.07710837 -0.01726796  0.03124453
  0.02599958 -0.04383181  0.0184474  -0.03029501  0.11752007 -0.02442333
  0.0329801   0.03822186 -0.00457806  0.00135013 -0.01660928 -0.01020912
 -0.05294385  0.03901754 -0.02588601 -0.01771371 -0.02577668  0.01606607
  0.06171146  0.02870072 -0.07025945  0.01319424  0.01447946 -0.08253245
  0.02836021  0.03015755  0.0753459   0.00765442]"
162,1,Nonton gratis dibayarin <PROVIDER_NAME> poin  <PROVIDER_NAME> <PROVIDER_NAME>poin #passengers…,nonton gratis dibayarin poin provider namepoin passengers,"['nonton', 'gratis', 'dibayarin', 'poin', 'provider namepoin', 'passengers']",2,0.6759104,0.3146572,0.43631238,"[-0.0157742  -0.05018603 -0.03507856  0.02777021  0.06797514 -0.00778142
  0.00014228 -0.07763553 -0.05409029 -0.02749239 -0.04353556  0.00865709
  0.06013717 -0.02599167 -0.02012111 -0.03078533 -0.00456652  0.02635112
 -0.03781837 -0.02370897 -0.02306647  0.00920465  0.02605921 -0.07747629
  0.00552468  0.06864644  0.0177149  -0.02924967 -0.0202113  -0.0775517
 -0.05788001  0.00740213 -0.02863513  0.03899693 -0.05737817  0.06318877
 -0.00060453  0.02019953 -0.02246323 -0.04564227  0.00106764 -0.03530723
 -0.03113458 -0.00288836  0.00058515 -0.06766958  0.06750654 -0.01958826
 -0.0401043   0.02729552  0.05116316  0.01856978  0.02811728  0.00377548
 -0.01236804  0.0063727   0.03254819 -0.01393    -0.0174295  -0.01617894
  0.00448481 -0.04469393 -0.04541513 -0.00277652  0.06173421  0.03543158
  0.02371582 -0.05285917 -0.07821571  0.0769477  -0.0353694   0.03077879
 -0.0161578   0.06412949  0.00290941  0.01166529  0.01897256 -0.00231335
 -0.00213149 -0.03780729 -0.05766918  0.04216261  0.01235617 -0.02058051
  0.00299572  0.0404023   0.01464801  0.09204823  0.02005299 -0.00817273
  0.00295538 -0.07027709 -0.06126688  0.03366404 -0.00403498 -0.02517986
 -0.05062658 -0.03706682 -0.09881091  0.00214292]"
163,1,Makasih ya <PROVIDER_NAME> gratis 4Gnya ayo buruan upgrade <PRODUCT_NAME> mu,makasih ya gratis gnya ayo buru upgrade mu,"['makasih', 'ya', 'gratis', 'gnya', 'ayo', 'buru', 'upgrade', 'mu']",1,0.33309942,0.604335,0.6082166,"[-1.71870124e-02 -8.20508786e-03  8.62608850e-03  4.68824804e-02
  5.72351087e-03 -5.01395296e-03  8.85117427e-02  1.92825831e-02
 -4.75218594e-02 -1.24418568e-02 -4.28760871e-02  1.25194248e-02
  2.33134218e-02 -3.86086628e-02  1.68405902e-02 -1.79225523e-02
 -2.56722011e-02  3.69489938e-02  1.17169060e-02 -2.75365077e-02
 -2.90433150e-02  3.64920171e-03 -6.68948144e-03 -6.06336631e-02
 -2.34594289e-02 -3.58210206e-02 -1.94212478e-02 -1.66003057e-03
  3.34053375e-02  1.68442503e-02 -9.45692882e-05 -3.69460210e-02
 -1.42700896e-02 -9.50112846e-03 -5.63762076e-02 -1.17178904e-02
  2.89725643e-02  2.68041566e-02 -3.43280733e-02  3.19735743e-02
 -3.14883143e-02  1.74043439e-02 -4.22560126e-02  2.78657675e-02
  6.15692809e-02 -1.39225535e-02  4.28318046e-02  2.39176117e-02
 -1.03669716e-02  8.24701265e-02 -5.51169068e-02  7.77218677e-03
  3.68630327e-03  7.64279440e-02 -3.84228677e-02  2.10532211e-02
 -4.21704724e-02  8.30073059e-02  9.17853974e-03  2.84168255e-02
  8.35807249e-03 -7.47267827e-02  1.97457820e-02  2.12186947e-03
  1.51560092e-02  2.43998691e-02 -4.14775014e-02  1.90951135e-02
 -5.42094335e-02  4.92461994e-02  1.67525448e-02  5.45168072e-02
 -4.41766977e-02  2.38095596e-02  3.40438895e-02 -1.46920439e-02
 -4.28811312e-02  1.46156605e-02  1.23185022e-02  7.04562478e-03
 -5.71600869e-02  8.23720172e-03 -2.44097225e-02  2.76512764e-02
 -5.98742887e-02  5.30670583e-03 -4.66145650e-02  9.31565017e-02
  2.58498602e-02  1.44409779e-02  6.26341552e-02 -1.35430358e-02
  2.50713481e-03 -4.97837365e-03 -3.29504460e-02  2.55327187e-02
  9.69629083e-03 -1.35272183e-03 -3.70831639e-02  4.46928367e-02]"
164,1,Makan malam gratis hari ini hasil tuker <PROVIDER_NAME> Poin  #7eleven #sevel <PROVIDER_NAME>… <URL>,makan malam gratis hasil tuker poin eleven sevel,"['makan', 'malam', 'gratis', 'hasil', 'tuker', 'poin', 'eleven', 'sevel']",0,0.5663655,0.468022,0.48321712,"[-4.0792227e-02 -6.2213987e-02  1.8669959e-02  1.8573230e-02
  5.3490676e-02  3.3042647e-02  1.5371673e-02 -5.3978637e-02
 -4.3991026e-03  3.6197916e-02 -6.5530792e-02 -4.6338186e-02
  2.6939834e-02 -3.6605705e-02  4.6871040e-02 -3.0305202e-03
 -4.0336885e-02  3.9582513e-03 -1.8292997e-02 -3.7823361e-03
  5.3876597e-02  1.4000480e-02 -4.9188729e-02  9.8889889e-03
  1.4140907e-02  8.8193174e-03 -6.4270655e-03 -2.7929952e-02
 -8.2526006e-02 -2.4495404e-03  3.8487012e-03 -2.6674341e-02
  3.1012051e-02 -1.0061497e-03 -4.5177504e-02 -5.2465130e-02
 -3.1478722e-02  5.2449577e-02  2.3195418e-02 -2.3022037e-02
  1.2225370e-02  1.6742181e-02 -7.4762851e-05  1.6979549e-02
  1.2471688e-02 -1.6354237e-02  7.0280768e-03 -6.7942373e-02
  3.4273945e-02 -4.3895599e-02 -1.8211365e-02  1.2051818e-02
  1.0430585e-03 -1.9647224e-02 -1.0782340e-02 -3.6650900e-02
 -5.3164721e-02  4.6673574e-02  3.8529912e-03 -6.8160007e-03
  1.8365489e-02 -1.8203701e-03 -5.6736868e-02 -1.2096854e-02
  7.9180934e-03  3.0823732e-03 -2.6448257e-02 -2.0841667e-02
  3.5595275e-03  6.7012757e-02  4.7699586e-03 -8.9146532e-03
 -3.3887159e-02 -2.5068512e-03  1.9970639e-03 -1.9072979e-03
 -1.1370501e-02  6.3298963e-02  4.1871397e-03 -1.4618497e-02
 -6.4563444e-03 -1.1285128e-02 -5.0208859e-02 -4.2157341e-03
  2.8470978e-03  2.6606360e-02  2.2452336e-02  3.5727315e-02
 -2.8117184e-02 -1.3391615e-02 -3.0263569e-02 -5.3497948e-02
 -1.9628853e-03  1.0457860e-02 -8.9902710e-04  4.9215266e-03
 -2.8248318e-02  2.2326339e-02 -4.0251885e-02 -2.6762486e-04]"
165,0,"Mohon di up jaringan 4G di wilayah Morowali, sangat buruk..  <PROVIDER_NAME> <PROVIDER_NAME>",mohon up jaringan g wilayah morowali buruk,"['mohon', 'up', 'jaringan', 'g', 'wilayah', 'morowali', 'buruk']",0,0.33911288,0.5129548,0.54025275,"[-0.01848582  0.02075564  0.02128853  0.00406309  0.02157918 -0.0184433
  0.01211211  0.00059764  0.02566686  0.04568195  0.03257994 -0.05937329
 -0.04154813  0.0497735  -0.00266166  0.01153826 -0.01245327 -0.05027201
 -0.05010634 -0.0529305  -0.05772819  0.00807203  0.04439367 -0.00101142
  0.01601287 -0.01083389 -0.01522595  0.05004089  0.00175517  0.06281128
 -0.07292414 -0.07413033  0.11045083 -0.03679918  0.03755333 -0.01878846
 -0.00030151 -0.05255358  0.05301004 -0.00601312  0.00277362 -0.00715352
  0.01151627 -0.04761426 -0.03888577  0.04001603  0.00088961  0.01078393
  0.02973526 -0.00011378 -0.03121947 -0.04964898 -0.02118418  0.05864934
  0.00521862  0.01582563  0.02124449  0.00506581  0.0368391  -0.0151003
  0.01167787 -0.01813385 -0.03216412 -0.00968988  0.01230388  0.03829142
 -0.03085659  0.01053864  0.01595649 -0.02126556  0.04191874  0.05061848
  0.00589068  0.00199066  0.04890079  0.04249165  0.09398343 -0.01081406
 -0.02589127  0.04845339 -0.04461392  0.04590682  0.00907387  0.03726497
 -0.06775633 -0.01291208  0.02934368  0.02773127 -0.01921377  0.03360695
 -0.00821655  0.0503761   0.0451411  -0.04222294 -0.02417958  0.0038341
 -0.05434604 -0.0339655  -0.01632999  0.00871372]"
166,0,Jaringan <PROVIDER_NAME> di Waru Atas arae Site WKP tidak dapat digunakan untuk telpon mohon cek Team <PROVIDER_NAME> ,jaringan waru arae site wkp telpon mohon cek team,"['jaringan', 'waru', 'arae', 'site', 'wkp', 'telpon', 'mohon', 'cek', 'team']",0,0.58290035,0.54346764,0.54556686,"[-4.2025503e-02  6.9992244e-03  2.6237220e-02  1.9974677e-02
  5.4053307e-02 -2.8835485e-02  6.4101815e-02  2.6193386e-02
  3.3374142e-02  2.6284652e-02  1.5824661e-02  1.6051666e-03
 -2.4787590e-02  2.0624349e-02 -8.4688039e-03 -1.4511337e-02
  1.0278586e-02 -6.3093170e-04 -4.4063307e-02 -4.2017058e-02
 -1.8612884e-02 -2.5268970e-02  2.5306042e-02 -2.8022770e-02
  2.0357050e-02  2.8983453e-02  1.0751656e-02 -4.7800178e-03
  1.5018795e-02 -8.8865459e-03 -1.0739785e-02  7.3037371e-02
 -1.0853092e-02 -2.1899326e-02 -4.7541749e-02  3.2654747e-02
 -2.6958117e-02  4.6866767e-02 -6.2995195e-02 -7.3428914e-02
  3.7435066e-02 -3.7782054e-02 -8.0889631e-03 -3.2500200e-02
 -6.5632619e-02  1.1436642e-02  1.0966046e-03  6.5846778e-03
 -5.4605525e-02 -2.5743818e-02  5.4159641e-02 -5.2327603e-02
  3.7482247e-02 -4.9199343e-02  1.3662345e-02 -1.5984720e-02
 -5.0246187e-02  1.6665049e-02 -3.5525613e-02 -3.7026230e-02
  2.6613550e-02  9.6948240e-03  6.2413714e-03 -1.4059446e-02
  2.7170064e-02  1.3875440e-02  5.8987286e-02  6.4773843e-02
  4.2479470e-02 -1.7657986e-02  1.0119621e-02  2.6593812e-02
  3.1247314e-02  3.0806776e-02  1.6596599e-02 -3.2549661e-02
 -3.9135162e-02 -3.1253371e-02  2.2889204e-02  3.5441868e-02
 -3.7725534e-02  6.2974714e-02 -1.9363530e-02 -1.6046140e-02
 -4.2433005e-02  2.4954040e-02 -4.7501707e-03  4.8997914e-05
 -2.7545298e-02  3.5895843e-02  2.6603810e-02  5.5700671e-03
  2.4361134e-02  4.3848202e-02 -7.4614443e-02 -3.0119440e-02
  4.4959646e-02 -1.2020446e-02  5.0954163e-02  1.5132070e-02]"
167,0,Semakin hari kualitas dan pelayanannya semakin buruk. Selama 5 bulan melakukan pelaporan namun tidak ada tindakan perbaikan. <PROVIDER_NAME>,kualitas layan buruk lapor tindak baik,"['kualitas', 'layan', 'buruk', 'lapor', 'tindak', 'baik']",0,0.35894322,0.69377095,0.54866695,"[ 0.0503964  -0.03785636  0.09393417  0.00169608  0.02272989  0.03839367
 -0.0298415  -0.02557512 -0.01735312  0.05478394 -0.06727806 -0.01812283
 -0.08263438  0.01142084 -0.00700514  0.04665585  0.00704563  0.02973427
 -0.06970999 -0.04176736 -0.04470022  0.01944336 -0.01788623 -0.00361294
  0.02253521 -0.03771552  0.00356719  0.0871719  -0.05376987  0.03283016
  0.01191106 -0.07169651  0.02244271 -0.09145381  0.00853811  0.00032181
 -0.01107239  0.0188239  -0.00210859  0.00758976 -0.06578008  0.01100561
  0.02889867 -0.00218243  0.01124455 -0.02053731  0.03061381 -0.03620268
  0.04942067  0.0092072  -0.01388948  0.02289232  0.11237638 -0.00359882
  0.03452398  0.01278676  0.01569022  0.05049039  0.01502327  0.00874893
 -0.0324427   0.05445646 -0.01085534  0.07546974  0.05959992 -0.05378896
  0.02372324  0.04881267  0.00442827  0.01886181  0.10070159  0.05614069
  0.04486025 -0.01370309  0.0823599  -0.04780778  0.01321888 -0.03635247
  0.0166992   0.03553225  0.11194415 -0.01957226 -0.02626185  0.00559231
 -0.09140816 -0.03526231 -0.00605616 -0.03246627  0.00321053  0.03584549
 -0.02138874  0.06438101  0.00547526 -0.00927523 -0.01765826  0.02285658
 -0.01982562  0.05144501  0.01594553 -0.05346928]"
168,0,<PROVIDER_NAME> tolong jaringan di MUARA KAMAN diperbaiki... BBM aja ga bisa ngakses...menyambungkan melulu... sudah 3 minggu lebih,tolong jaringan muara kam baik bbm aja ga ngaksesmenyambungkan melulu minggu,"['tolong', 'jaringan', 'muara', 'kam', 'baik', 'bbm', 'aja', 'ga', 'ngaksesmenyambungkan', 'melulu', 'minggu']",1,0.46294248,0.50142026,0.49571997,"[-9.33814142e-03 -3.47052552e-02  3.06971241e-02  2.63493937e-02
  5.56245707e-02 -6.49275482e-02  4.81884368e-03 -1.72820352e-02
  2.65269298e-02 -2.31427196e-02  4.15371498e-03 -3.16466056e-02
 -6.21009357e-02  4.38713804e-02  2.76691671e-02 -4.91724014e-02
  2.78358143e-02 -6.89175155e-04 -1.89074334e-02  2.52243523e-02
  3.10858171e-02 -2.60954313e-02  7.72221386e-03 -5.08334069e-03
 -5.73463216e-02 -4.79858415e-03 -2.41966080e-02  7.53803411e-03
  3.96650434e-02  2.13675871e-02  1.74018566e-03  4.72930782e-02
 -3.53957191e-02 -4.49859947e-02  6.05426468e-02  2.52312585e-03
  5.61279692e-02 -7.51521252e-03  1.10971816e-02 -4.52925861e-02
 -5.96034853e-03 -3.51380669e-02 -6.49111765e-03  1.39030209e-02
 -8.93158652e-03 -2.78747305e-02 -1.00378711e-02  2.47977190e-02
 -1.39598660e-02 -6.69783056e-02 -1.57852843e-02  2.51116324e-02
  6.97235018e-03  3.33865099e-02 -4.26462740e-02 -5.16986288e-03
 -4.16170023e-02  4.06531766e-02  4.48519848e-02  2.70485482e-03
  1.53368721e-02 -3.40647344e-03  1.88571177e-02  2.27256082e-02
 -2.83289440e-02  2.01191418e-02  1.80906225e-02 -2.98816692e-02
  5.02993912e-02  7.26120721e-04  1.92849804e-02  7.86786675e-02
 -2.84236837e-02  3.23359966e-02  5.16836047e-02 -3.15201133e-02
  1.40864067e-02 -2.10005697e-02  3.66210081e-02 -1.55874128e-02
 -5.81699274e-02 -2.92083342e-03 -1.54349795e-02 -2.87041441e-02
  2.06318516e-02 -1.23180011e-02  2.70306040e-02  4.94830646e-02
 -3.87248956e-02  3.36971506e-02 -2.49618366e-02  4.11458015e-02
  2.20889691e-02  6.28667127e-04  1.35591840e-02 -1.14002265e-02
 -9.18985624e-03  5.01477495e-02  3.92263420e-02  5.11437502e-05]"
